activation_error,block_size,ceil_lowrank_activation_error,ceil_lowrank_extra_params,ceil_lowrank_memory_ratio,ceil_lowrank_params,ceil_lowrank_rank,delta_activation_vs_ceil_lowrank,delta_activation_vs_lowrank,delta_weight_error_vs_lowrank,layer,layer_short,matched_lowrank_activation_error,matched_lowrank_memory_ratio,matched_lowrank_params,matched_lowrank_rank,matched_lowrank_unused_memory_ratio,matched_lowrank_unused_params,matched_lowrank_weight_error,method,model,permutation_metadata_params,q_activation_error,q_bits,q_method,structured_coeff_params,structured_memory_ratio,structured_params,structured_weight_error,structured_wins,structured_wins_vs_ceil_lowrank
0.011575558222830296,16,0.009645049460232258,0,0.06640625,17408,17,0.0019305087625980377,0.0019305087625980377,0.08818703889846802,gpt_neox.layers.0.attention.dense,L0:dense,0.009645049460232258,0.06640625,17408,17,0.0,0,0.8805720210075378,activation_clustered_block_circulant,EleutherAI/pythia-70m,1024,0.012326047755777836,4,sinq_like,16384,0.06640625,17408,0.9687590599060059,False,False
0.011480119079351425,16,0.009645049460232258,0,0.06640625,17408,17,0.0018350696191191673,0.0018350696191191673,0.087310791015625,gpt_neox.layers.0.attention.dense,L0:dense,0.009645049460232258,0.06640625,17408,17,0.0,0,0.8805720210075378,random_permuted_block_circulant,EleutherAI/pythia-70m,1024,0.012326047755777836,4,sinq_like,16384,0.06640625,17408,0.9678828120231628,False,False
0.01053127646446228,16,0.008515053428709507,0,0.125,32768,32,0.0020162230357527733,0.0020162230357527733,0.10999053716659546,gpt_neox.layers.0.attention.dense,L0:dense,0.008515053428709507,0.125,32768,32,0.0,0,0.82698655128479,monarch_like_two_block,EleutherAI/pythia-70m,0,0.012326047755777836,4,sinq_like,32768,0.125,32768,0.9369770884513855,False,False
0.011810622178018093,32,0.010400781407952309,0,0.03125,8192,8,0.0014098407700657845,0.0014098407700657845,0.06812620162963867,gpt_neox.layers.0.attention.dense,L0:dense,0.010400781407952309,0.03125,8192,8,0.0,0,0.9161884188652039,naive_block_circulant,EleutherAI/pythia-70m,0,0.012326047755777836,4,sinq_like,8192,0.03125,8192,0.9843146204948425,False,False
0.011775922030210495,32,0.010281071066856384,0,0.03515625,9216,9,0.0014948509633541107,0.0014948509633541107,0.07179445028305054,gpt_neox.layers.0.attention.dense,L0:dense,0.010281071066856384,0.03515625,9216,9,0.0,0,0.9120249152183533,norm_sorted_block_circulant,EleutherAI/pythia-70m,1024,0.012326047755777836,4,sinq_like,8192,0.03515625,9216,0.9838193655014038,False,False
0.011974259279668331,32,0.010281071066856384,0,0.03515625,9216,9,0.0016931882128119469,0.0016931882128119469,0.07277297973632812,gpt_neox.layers.0.attention.dense,L0:dense,0.010281071066856384,0.03515625,9216,9,0.0,0,0.9120249152183533,activation_clustered_block_circulant,EleutherAI/pythia-70m,1024,0.012326047755777836,4,sinq_like,8192,0.03515625,9216,0.9847978949546814,False,False
0.011875486932694912,32,0.010281071066856384,0,0.03515625,9216,9,0.0015944158658385277,0.0015944158658385277,0.07219201326370239,gpt_neox.layers.0.attention.dense,L0:dense,0.010281071066856384,0.03515625,9216,9,0.0,0,0.9120249152183533,random_permuted_block_circulant,EleutherAI/pythia-70m,1024,0.012326047755777836,4,sinq_like,8192,0.03515625,9216,0.9842169284820557,False,False
0.011385350488126278,32,0.00969670619815588,0,0.0625,16384,16,0.001688644289970398,0.001688644289970398,0.08468586206436157,gpt_neox.layers.0.attention.dense,L0:dense,0.00969670619815588,0.0625,16384,16,0.0,0,0.8843222856521606,monarch_like_two_block,EleutherAI/pythia-70m,0,0.012326047755777836,4,sinq_like,16384,0.0625,16384,0.9690081477165222,False,False
0.012124939821660519,64,0.010939785279333591,0,0.015625,4096,4,0.0011851545423269272,0.0011851545423269272,0.05640798807144165,gpt_neox.layers.0.attention.dense,L0:dense,0.010939785279333591,0.015625,4096,4,0.0,0,0.9357890486717224,naive_block_circulant,EleutherAI/pythia-70m,0,0.012326047755777836,4,sinq_like,4096,0.015625,4096,0.9921970367431641,False,False
0.012201836332678795,64,0.010831482708454132,0,0.01953125,5120,5,0.0013703536242246628,0.0013703536242246628,0.06201416254043579,gpt_neox.layers.0.attention.dense,L0:dense,0.010831482708454132,0.01953125,5120,5,0.0,0,0.9301161766052246,norm_sorted_block_circulant,EleutherAI/pythia-70m,1024,0.012326047755777836,4,sinq_like,4096,0.01953125,5120,0.9921303391456604,False,False
0.012110132724046707,64,0.010831482708454132,0,0.01953125,5120,5,0.001278650015592575,0.001278650015592575,0.06228452920913696,gpt_neox.layers.0.attention.dense,L0:dense,0.010831482708454132,0.01953125,5120,5,0.0,0,0.9301161766052246,activation_clustered_block_circulant,EleutherAI/pythia-70m,1024,0.012326047755777836,4,sinq_like,4096,0.01953125,5120,0.9924007058143616,False,False
0.012149503454566002,64,0.010831482708454132,0,0.01953125,5120,5,0.0013180207461118698,0.0013180207461118698,0.06198227405548096,gpt_neox.layers.0.attention.dense,L0:dense,0.010831482708454132,0.01953125,5120,5,0.0,0,0.9301161766052246,random_permuted_block_circulant,EleutherAI/pythia-70m,1024,0.012326047755777836,4,sinq_like,4096,0.01953125,5120,0.9920984506607056,False,False
0.011991805396974087,64,0.010400781407952309,0,0.03125,8192,8,0.001591023989021778,0.001591023989021778,0.0687761902809143,gpt_neox.layers.0.attention.dense,L0:dense,0.010400781407952309,0.03125,8192,8,0.0,0,0.9161884188652039,monarch_like_two_block,EleutherAI/pythia-70m,0,0.012326047755777836,4,sinq_like,8192,0.03125,8192,0.9849646091461182,False,False
0.005210269242525101,16,0.004832935519516468,1024,0.0634765625,66560,26,0.00037733372300863266,0.0003534862771630287,0.04412519931793213,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.004856782965362072,0.06103515625,64000,25,0.00146484375,1536,0.9240142107009888,naive_block_circulant,EleutherAI/pythia-70m,0,0.005596765782684088,4,rtn,65536,0.0625,65536,0.9681394100189209,False,False
0.005273939110338688,16,0.004810017067939043,1024,0.06591796875,69120,27,0.00046392204239964485,0.00044100359082221985,0.04630231857299805,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.004832935519516468,0.0634765625,66560,26,0.00146484375,1536,0.9219894409179688,norm_sorted_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,65536,0.06494140625,68096,0.9682917594909668,False,False
0.005238058045506477,16,0.004810017067939043,1024,0.06591796875,69120,27,0.0004280409775674343,0.0004051225259900093,0.04609709978103638,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.004832935519516468,0.0634765625,66560,26,0.00146484375,1536,0.9219894409179688,activation_clustered_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,65536,0.06494140625,68096,0.9680865406990051,False,False
0.005229133181273937,16,0.004810017067939043,1024,0.06591796875,69120,27,0.0004191161133348942,0.0003961976617574692,0.04649841785430908,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.004832935519516468,0.0634765625,66560,26,0.00146484375,1536,0.9219894409179688,random_permuted_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,65536,0.06494140625,68096,0.9684878587722778,False,False
0.0048871999606490135,16,0.00430714525282383,2048,0.126953125,133120,52,0.0005800547078251839,0.0005608745850622654,0.06470578908920288,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.004326325375586748,0.12451171875,130560,51,0.00048828125,512,0.8728293180465698,monarch_like_two_block,EleutherAI/pythia-70m,0,0.005596765782684088,4,rtn,131072,0.125,131072,0.9375351071357727,False,False
0.005415855906903744,32,0.005089737009257078,512,0.03173828125,33280,13,0.0003261188976466656,0.000309554859995842,0.032954633235931396,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.005106301046907902,0.029296875,30720,12,0.001953125,2048,0.9512462019920349,naive_block_circulant,EleutherAI/pythia-70m,0,0.005596765782684088,4,rtn,32768,0.03125,32768,0.9842008352279663,False,False
0.005443951115012169,32,0.005073238164186478,512,0.0341796875,35840,14,0.0003707129508256912,0.0003542141057550907,0.035397887229919434,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.005089737009257078,0.03173828125,33280,13,0.001953125,2048,0.9490695595741272,norm_sorted_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,32768,0.03369140625,35328,0.9844674468040466,False,False
0.005420588422566652,32,0.005073238164186478,512,0.0341796875,35840,14,0.00034735025838017464,0.00033085141330957413,0.03513091802597046,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.005089737009257078,0.03173828125,33280,13,0.001953125,2048,0.9490695595741272,activation_clustered_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,32768,0.03369140625,35328,0.9842004776000977,False,False
0.005422314628958702,32,0.005073238164186478,512,0.0341796875,35840,14,0.0003490764647722244,0.0003325776197016239,0.03523224592208862,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.005089737009257078,0.03173828125,33280,13,0.001953125,2048,0.9490695595741272,random_permuted_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,32768,0.03369140625,35328,0.9843018054962158,False,False
0.005227634683251381,32,0.004832935519516468,1024,0.0634765625,66560,26,0.00039469916373491287,0.00037085171788930893,0.044608473777770996,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.004856782965362072,0.06103515625,64000,25,0.00146484375,1536,0.9240142107009888,monarch_like_two_block,EleutherAI/pythia-70m,0,0.005596765782684088,4,rtn,65536,0.0625,65536,0.9686226844787598,False,False
0.005522256717085838,64,0.005223983433097601,1536,0.01708984375,17920,7,0.0002982732839882374,0.0002681785263121128,0.026791691780090332,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.0052540781907737255,0.0146484375,15360,6,0.0009765625,1024,0.9654159545898438,naive_block_circulant,EleutherAI/pythia-70m,0,0.005596765782684088,4,rtn,16384,0.015625,16384,0.9922076463699341,False,False
0.0055297124199569225,64,0.005197684746235609,1536,0.01953125,20480,8,0.0003320276737213135,0.0003057289868593216,0.029430627822875977,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.005223983433097601,0.01708984375,17920,7,0.0009765625,1024,0.9628319144248962,norm_sorted_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,16384,0.01806640625,18944,0.9922625422477722,False,False
0.005517168436199427,64,0.005197684746235609,1536,0.01953125,20480,8,0.0003194836899638176,0.0002931850031018257,0.029357314109802246,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.005223983433097601,0.01708984375,17920,7,0.0009765625,1024,0.9628319144248962,activation_clustered_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,16384,0.01806640625,18944,0.9921892285346985,False,False
0.005516378208994865,64,0.005197684746235609,1536,0.01953125,20480,8,0.00031869346275925636,0.0002923947758972645,0.029250144958496094,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.005223983433097601,0.01708984375,17920,7,0.0009765625,1024,0.9628319144248962,random_permuted_block_circulant,EleutherAI/pythia-70m,2560,0.005596765782684088,4,rtn,16384,0.01806640625,18944,0.9920820593833923,False,False
0.005431357305496931,64,0.005089737009257078,512,0.03173828125,33280,13,0.0003416202962398529,0.0003250562585890293,0.03298693895339966,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.005106301046907902,0.029296875,30720,12,0.001953125,2048,0.9512462019920349,monarch_like_two_block,EleutherAI/pythia-70m,0,0.005596765782684088,4,rtn,32768,0.03125,32768,0.9842331409454346,False,False
0.008845326490700245,16,0.007576700299978256,1024,0.0634765625,66560,26,0.0012686261907219887,0.0012420699931681156,0.07251816987991333,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.007603256497532129,0.06103515625,64000,25,0.00146484375,1536,0.8958449959754944,naive_block_circulant,EleutherAI/pythia-70m,0,0.009372198022902012,4,sinq_like,65536,0.0625,65536,0.9683631658554077,False,False
0.008784027770161629,16,0.007537581492215395,1024,0.06591796875,69120,27,0.0012464462779462337,0.0012073274701833725,0.07457751035690308,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.007576700299978256,0.0634765625,66560,26,0.00146484375,1536,0.8937076926231384,norm_sorted_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,65536,0.06494140625,68096,0.9682852029800415,False,False
0.008813750930130482,16,0.007537581492215395,1024,0.06591796875,69120,27,0.0012761694379150867,0.0012370506301522255,0.07468140125274658,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.007576700299978256,0.0634765625,66560,26,0.00146484375,1536,0.8937076926231384,activation_clustered_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,65536,0.06494140625,68096,0.968389093875885,False,False
0.008808203041553497,16,0.007537581492215395,1024,0.06591796875,69120,27,0.0012706215493381023,0.001231502741575241,0.07445645332336426,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.007576700299978256,0.0634765625,66560,26,0.00146484375,1536,0.8937076926231384,random_permuted_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,65536,0.06494140625,68096,0.9681641459465027,False,False
0.008297125808894634,16,0.0067022633738815784,2048,0.126953125,133120,52,0.0015948624350130558,0.0015586800873279572,0.09450733661651611,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.006738445721566677,0.12451171875,130560,51,0.00048828125,512,0.8429763317108154,monarch_like_two_block,EleutherAI/pythia-70m,0,0.009372198022902012,4,sinq_like,131072,0.125,131072,0.9374836683273315,False,False
0.00911461841315031,32,0.008134373463690281,512,0.03173828125,33280,13,0.0009802449494600296,0.0009291945025324821,0.05783325433731079,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008185423910617828,0.029296875,30720,12,0.001953125,2048,0.9264238476753235,naive_block_circulant,EleutherAI/pythia-70m,0,0.009372198022902012,4,sinq_like,32768,0.03125,32768,0.9842571020126343,False,False
0.009093043394386768,32,0.008073172532022,512,0.0341796875,35840,14,0.001019870862364769,0.0009586699306964874,0.06082737445831299,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008134373463690281,0.03173828125,33280,13,0.001953125,2048,0.9235284924507141,norm_sorted_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,32768,0.03369140625,35328,0.9843558669090271,False,False
0.009104226715862751,32,0.008073172532022,512,0.0341796875,35840,14,0.0010310541838407516,0.0009698532521724701,0.06077390909194946,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008134373463690281,0.03173828125,33280,13,0.001953125,2048,0.9235284924507141,activation_clustered_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,32768,0.03369140625,35328,0.9843024015426636,False,False
0.00904348399490118,32,0.008073172532022,512,0.0341796875,35840,14,0.0009703114628791809,0.0009091105312108994,0.06057548522949219,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008134373463690281,0.03173828125,33280,13,0.001953125,2048,0.9235284924507141,random_permuted_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,32768,0.03369140625,35328,0.9841039776802063,False,False
0.008841830305755138,32,0.007576700299978256,1024,0.0634765625,66560,26,0.0012651300057768822,0.0012385738082230091,0.07290995121002197,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.007603256497532129,0.06103515625,64000,25,0.00146484375,1536,0.8958449959754944,monarch_like_two_block,EleutherAI/pythia-70m,0,0.009372198022902012,4,sinq_like,65536,0.0625,65536,0.9687549471855164,False,False
0.009237200021743774,64,0.008530021645128727,1536,0.01708984375,17920,7,0.0007071783766150475,0.0006567267701029778,0.043553709983825684,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008580473251640797,0.0146484375,15360,6,0.0009765625,1024,0.9486059546470642,naive_block_circulant,EleutherAI/pythia-70m,0,0.009372198022902012,4,sinq_like,16384,0.015625,16384,0.9921596646308899,False,False
0.00925286766141653,64,0.008457370102405548,1536,0.01953125,20480,8,0.0007954975590109825,0.0007228460162878036,0.04772961139678955,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008530021645128727,0.01708984375,17920,7,0.0009765625,1024,0.9444254040718079,norm_sorted_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,16384,0.01806640625,18944,0.9921550154685974,False,False
0.009251322597265244,64,0.008457370102405548,1536,0.01953125,20480,8,0.0007939524948596954,0.0007213009521365166,0.04771780967712402,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008530021645128727,0.01708984375,17920,7,0.0009765625,1024,0.9444254040718079,activation_clustered_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,16384,0.01806640625,18944,0.9921432137489319,False,False
0.009215720929205418,64,0.008457370102405548,1536,0.01953125,20480,8,0.0007583508267998695,0.0006856992840766907,0.04769951105117798,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008530021645128727,0.01708984375,17920,7,0.0009765625,1024,0.9444254040718079,random_permuted_block_circulant,EleutherAI/pythia-70m,2560,0.009372198022902012,4,sinq_like,16384,0.01806640625,18944,0.9921249151229858,False,False
0.00909771490842104,64,0.008134373463690281,512,0.03173828125,33280,13,0.0009633414447307587,0.0009122909978032112,0.0580136775970459,gpt_neox.layers.0.mlp.dense_4h_to_h,L0:dense_4h_to_h,0.008185423910617828,0.029296875,30720,12,0.001953125,2048,0.9264238476753235,monarch_like_two_block,EleutherAI/pythia-70m,0,0.009372198022902012,4,sinq_like,32768,0.03125,32768,0.9844375252723694,False,False
0.0032153036445379257,16,0.003108105855062604,1024,0.0634765625,66560,26,0.00010719778947532177,9.811460040509701e-05,0.021444261074066162,gpt_neox.layers.0.mlp.dense_h_to_4h,L0:dense_h_to_4h,0.0031171890441328287,0.06103515625,64000,25,0.00146484375,1536,0.947052538394928,naive_block_circulant,EleutherAI/pythia-70m,0,0.0034573781304061413,4,rtn,65536,0.0625,65536,0.9684967994689941,False,False
0.003241092897951603,16,0.0031029353849589825,1024,0.06591796875,69120,27,0.00013815751299262047,0.00013298704288899899,0.023276865482330322,gpt_neox.layers.0.mlp.dense_h_to_4h,L0:dense_h_to_4h,0.003108105855062604,0.0634765625,66560,26,0.00146484375,1536,0.9450218677520752,norm_sorted_block_circulant,EleutherAI/pythia-70m,2560,0.0034573781304061413,4,rtn,65536,0.06494140625,68096,0.9682987332344055,False,False
0.0032407573889940977,16,0.0031029353849589825,1024,0.06591796875,69120,27,0.00013782200403511524,0.00013265153393149376,0.02316761016845703,gpt_neox.layers.0.mlp.dense_h_to_4h,L0:dense_h_to_4h,0.003108105855062604,0.0634765625,66560,26,0.00146484375,1536,0.9450218677520752,activation_clustered_block_circulant,EleutherAI/pythia-70m,2560,0.0034573781304061413,4,rtn,65536,0.06494140625,68096,0.9681894779205322,False,False
0.0032848671544343233,16,0.0031029353849589825,1024,0.06591796875,69120,27,0.00018193176947534084,0.00017676129937171936,0.023167908191680908,gpt_neox.layers.0.mlp.dense_h_to_4h,L0:dense_h_to_4h,0.003108105855062604,0.0634765625,66560,26,0.00146484375,1536,0.9450218677520752,random_permuted_block_circulant,EleutherAI/pythia-70m,2560,0.0034573781304061413,4,rtn,65536,0.06494140625,68096,0.9681897759437561,False,False
0.0030281872022897005,16,0.002782206516712904,2048,0.126953125,133120,52,0.00024598068557679653,0.00022301380522549152,0.04238593578338623,gpt_neox.layers.0.mlp.dense_h_to_4h,L0:dense_h_to_4h,0.002805173397064209,0.12451171875,130560,51,0.00048828125,512,0.8953516483306885,monarch_like_two_block,EleutherAI/pythia-70m,0,0.0034573781304061413,4,rtn,131072,0.125,131072,0.9377375841140747,False,False
0.0033573333639651537,32,0.003262307494878769,512,0.03173828125,33280,13,9.502586908638477e-05,8.155801333487034e-05,0.010432720184326172,gpt_neox.layers.0.mlp.dense_h_to_4h,L0:dense_h_to_4h,0.0032757753506302834,0.029296875,30720,12,0.001953125,2048,0.9739923477172852,naive_block_circulant,EleutherAI/pythia-70m,0,0.0034573781304061413,4,rtn,32768,0.03125,32768,0.9844250679016113,False,False
