batch_index,nll,nll_sum,perplexity,sequence_index,strategy,tokens,window_index
0,3.9688696673535926,504.04644775390625,52.92467452985699,0,Q+S+L_QL_budget,127,0
1,4.955923485943652,629.4022827148438,142.01369348482896,0,Q+S+L_QL_budget,127,1
2,4.490215631920521,570.2573852539062,89.14066537928755,0,Q+S+L_QL_budget,127,2
3,4.221710445374016,536.1572265625,68.14995142484227,0,Q+S+L_QL_budget,127,3
4,5.4670794629675195,694.319091796875,236.76769320199654,0,Q+S+L_QL_budget,127,4
5,5.204841673843504,661.014892578125,182.15203105466728,0,Q+S+L_QL_budget,127,5
6,5.200817678857037,660.5038452148438,181.4205249704143,0,Q+S+L_QL_budget,127,6
7,4.330045444758858,549.915771484375,75.94773791739938,0,Q+S+L_QL_budget,127,7
0,3.9715693916861468,504.3893127441406,53.067749606209915,0,Q+S+L_QL_budget_component_scale,127,0
1,4.945677749753937,628.10107421875,140.5660872056083,0,Q+S+L_QL_budget_component_scale,127,1
2,4.491968350147638,570.47998046875,89.29704084931103,0,Q+S+L_QL_budget_component_scale,127,2
3,4.196568766916831,532.9642333984375,66.45790680816458,0,Q+S+L_QL_budget_component_scale,127,3
4,5.453824261042077,692.6356811523438,233.6499981064167,0,Q+S+L_QL_budget_component_scale,127,4
5,5.202239749938484,660.6844482421875,181.678701381651,0,Q+S+L_QL_budget_component_scale,127,5
6,5.215330108882874,662.346923828125,184.07257494346564,0,Q+S+L_QL_budget_component_scale,127,6
7,4.327580970103346,549.602783203125,75.76079709223885,0,Q+S+L_QL_budget_component_scale,127,7
0,3.9561830055056593,502.43524169921875,52.25747827613632,0,Q+S+L,127,0
1,4.942367433562992,627.6806640625,140.10153833727188,0,Q+S+L,127,1
2,4.502557709461122,571.8248291015625,90.24766366063533,0,Q+S+L,127,2
3,4.214698611281988,535.2667236328125,67.67376668725946,0,Q+S+L,127,3
4,5.456022968442421,692.9149169921875,234.16429126924737,0,Q+S+L,127,4
5,5.209359236589567,661.588623046875,182.97677579970608,0,Q+S+L,127,5
6,5.196046844242126,659.89794921875,180.55705901443446,0,Q+S+L,127,6
7,4.336689626138042,550.7595825195312,76.45402854431774,0,Q+S+L,127,7
0,3.967854417215182,503.9175109863281,52.87097001308718,0,Q+S_OBS+L,127,0
1,4.945523960383858,628.08154296875,140.54447129779356,0,Q+S_OBS+L,127,1
2,4.495006651390256,570.8658447265625,89.5687647399731,0,Q+S_OBS+L,127,2
3,4.22047484390379,536.0003051757812,68.06579724588613,0,Q+S_OBS+L,127,3
4,5.457490215151329,693.1012573242188,234.50812023423117,0,Q+S_OBS+L,127,4
5,5.168429156926673,656.3905029296875,175.63871980565713,0,Q+S_OBS+L,127,5
6,5.195732056625246,659.8579711914062,180.50023083298967,0,Q+S_OBS+L,127,6
7,4.330997497078002,550.0366821289062,76.02007856799527,0,Q+S_OBS+L,127,7
0,3.961314283956693,503.0869140625,52.526315096739275,0,Q+S+L_component_scale,127,0
1,4.931839109405758,626.3435668945312,138.6342415683312,0,Q+S+L_component_scale,127,1
2,4.50280425304503,571.8561401367188,90.26991638609411,0,Q+S+L_component_scale,127,2
3,4.19267837644562,532.4701538085938,66.19986187402004,0,Q+S+L_component_scale,127,3
4,5.445485513041339,691.57666015625,231.7097505125742,0,Q+S+L_component_scale,127,4
5,5.206852469857283,661.270263671875,182.5186701272707,0,Q+S+L_component_scale,127,5
6,5.210024856206939,661.6731567382812,183.098609274079,0,Q+S+L_component_scale,127,6
7,4.3345572404035435,550.48876953125,76.29117276188823,0,Q+S+L_component_scale,127,7
