model_id,model,job_id,strategy,epsilon,nll_delta,normalized_hessian_cost,taylor_fit_nll_delta,taylor_fit_absolute_error,small_epsilon_fit_max,inside_taylor_fit_interval,fit_is_extrapolation,hessian_proxy_nll_correlation,path_kind,deployable,eval_tokens,target_selected_weight_rate,evidence_role
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q,0.75,0.20410360501507085,0.0054068861942665469,0.1864317886473002,0.017671816367770654,0.125,false,true,0.99925182628012366,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q,0.875,0.28634922898660431,0.0073593728755294661,0.2580115014295421,0.028337727557062209,0.125,false,true,0.99925182628012366,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q,1,0.38376010684516437,0.0096122421231405273,0.34116485649969591,0.042595250345468461,0.125,false,true,0.99925182628012366,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0,0,0,0,0,0.125,true,false,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.03125,-0.00011089655358098582,5.8345090373013483e-06,-0.00012367796952450228,1.2781415943516458e-05,0.125,true,false,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.0625,0.00033971831554424625,2.3338036149205393e-05,0.00033336171408586673,6.3566014583795252e-06,0.125,true,false,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.09375,0.0013498621662764165,5.2510581335712137e-05,0.0013711190508311072,2.1256884554690658e-05,0.125,true,false,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.125,0.0029991630494121679,9.3352144596821573e-05,0.0029895940407112186,9.5690087009493198e-06,0.125,true,false,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.1875,0.0080568208469173896,0.00021004232534284855,0.0079686969798760561,8.8123867041333542e-05,0.125,false,true,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.25,0.015217247910386256,0.00037340857838728629,0.015270670531580377,5.3422621194121334e-05,0.125,false,true,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.375,0.035839891809177793,0.00084016930137139419,0.036843229472607479,0.0010033376634296862,0.125,false,true,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.5,0.065555602546751857,0.0014936343135491452,0.067707270863792524,0.002151668317040667,0.125,false,true,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.625,0.10437528354915049,0.0023338036149205391,0.1078627947051355,0.0034875111559850153,0.125,false,true,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.75,0.15255463968111727,0.0033606772054855768,0.15730980099663644,0.0047551613155191741,0.125,false,true,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,0.875,0.21107047373854204,0.0045742550852442571,0.21604828973829529,0.004977815999753249,0.125,false,true,0.99974095387102291,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q_block_scale,1,0.28214612345057155,0.0059745372541965807,0.28407826093011207,0.0019321374795405188,0.125,false,true,0.99974095387102291,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0,0,0,0,0,0.125,true,false,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.03125,-0.00021530511811107544,5.9686984099420181e-06,-0.00022899597648586741,1.3690858374791967e-05,0.125,true,false,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.0625,-4.9110472671642924e-05,2.3874793639768073e-05,-4.0838286633030642e-05,8.2721860386122817e-06,0.125,true,false,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.09375,0.00056181179256853397,5.3718285689478161e-05,0.00056447306955851023,2.6612769899762509e-06,0.125,true,false,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.125,0.0015896474282568462,9.549917455907229e-05,0.0015869380920887554,2.7093361680908049e-06,0.125,true,false,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.1875,0.0050531222125673736,0.00021487314275791264,0.0048833291361653581,0.00016979307640201547,0.125,false,true,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.25,0.010331101304902113,0.00038199669823628916,0.0098483348455967769,0.00048276645930533588,0.125,false,true,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.375,0.026424828476792506,0.00085949257103165057,0.024784190260524065,0.0016406382162684405,0.125,false,true,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.5,0.049935708834429882,0.0015279867929451566,0.046394504336870625,0.0035412044975592569,0.125,false,true,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.625,0.081524556077370747,0.0023874793639768071,0.074679277074636452,0.0068452790027342947,0.125,false,true,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.75,0.12138985461137342,0.0034379702841266023,0.10963850847382153,0.011751346137551882,0.125,false,true,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,0.875,0.1697724710299271,0.0046794595533945424,0.15127219853442592,0.01850027249550118,0.125,false,true,0.99939429278060299,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S_OBS,1,0.22733868576410199,0.0061119471717806266,0.19958034725644952,0.027758338507652469,0.125,false,true,0.99939429278060299,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0,0,0,0,0,0.125,true,false,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.03125,-0.00051303172674721509,4.6482672899711142e-06,-0.00050894824690042291,4.0834798467921781e-06,0.125,true,false,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.0625,-0.00061894214059421415,1.8593069159884457e-05,-0.00062680330438794128,7.8611637937271283e-06,0.125,true,false,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.09375,-0.00035996324434073301,4.1834405609740029e-05,-0.000353565172462555,6.3980718781780129e-06,0.125,true,false,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.125,0.00031265499084920378,7.4372276639537828e-05,0.0003107661488757356,1.8888419734681798e-06,0.125,true,false,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.1875,0.0031566169318244519,0.00016733762243896012,0.0028127083597910309,0.00034390857203342104,0.125,false,true,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.25,0.0077964302123056939,0.00029748910655815131,0.0068790233283579439,0.00091740688394775002,0.125,false,true,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.375,0.02177603413739515,0.00066935048975584046,0.019704771538446623,0.002071262598948527,0.125,false,true,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.5,0.041488767608882426,0.0011899564262326052,0.038788010779141777,0.0027007568297406498,0.125,false,true,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.625,0.068008542999507426,0.0018593069159884457,0.064128741050443402,0.003879801949064024,0.125,false,true,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.75,0.10236076294906482,0.0026774019590233619,0.095726962352351508,0.0066338005967133129,0.125,false,true,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,0.875,0.14507269671582801,0.0036442415553373537,0.13358267468486607,0.011490022030961944,0.125,false,true,0.99895281412968295,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+L,1,0.19628155325341368,0.004759825704930421,0.17769587804798712,0.018585675205426561,0.125,false,true,0.99895281412968295,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0,0,0,0,0,0.125,true,false,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.03125,-0.00028168685792984149,5.1346569315804173e-06,-0.00031706190121391295,3.5375043284071456e-05,0.125,true,false,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.0625,-0.00024477140171352829,2.0538627726321669e-05,-0.0002245132954015206,2.0258106312007695e-05,0.125,true,false,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.09375,0.00026928158256911416,4.6211912384223757e-05,0.00027764581743717695,8.3642348680627865e-06,0.125,true,false,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.125,0.0011969739057882123,8.2154510905286678e-05,0.0011894154373021798,7.5584684860324769e-06,0.125,true,false,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.1875,0.004497287780281134,0.00018484764953689503,0.0042417861981111013,0.00025550158217003266,0.125,false,true,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.25,0.0095319072092605595,0.00032861804362114671,0.0089325989870252427,0.00059930822223531674,0.125,false,true,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.375,0.024123755026989713,0.00073939059814758011,0.023229550649169192,0.00089420437782052054,0.125,false,true,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.5,0.044612674262579866,0.0013144721744845868,0.044080270423734025,0.00053240383884584075,0.125,false,true,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.625,0.072097237654557667,0.0020538627726321671,0.071484758310719737,0.00061247934383792946,0.125,false,true,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.75,0.10690412746639666,0.0029575623925903204,0.10544301431012634,0.0014611131562703161,0.125,false,true,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,0.875,0.14980376236082016,0.0040255710343590472,0.14595503842195381,0.0038487239388663441,0.125,false,true,0.99939239738200869,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_QL_budget_component_scale,1,0.20169833325964248,0.0052578886979383474,0.19302083064620218,0.0086775026134403022,0.125,false,true,0.99939239738200869,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0,0,0,0,0,0.125,true,false,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.03125,-9.1042105607286317e-05,4.6028524150636591e-06,-0.00010629624378168104,1.5254138174394723e-05,0.125,true,false,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.0625,0.00019968588521113162,1.8411409660254636e-05,0.00019299209435782625,6.693790853305368e-06,0.125,true,false,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.09375,0.00087368582177305143,4.1425671735572932e-05,0.0008978650144185219,2.4179192645470472e-05,0.125,true,false,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.125,0.0020192964809142566,7.3645638641018545e-05,0.0020083225164004058,1.0973964513850791e-05,0.125,true,false,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.1875,0.0056843795175627321,0.00016570268694229173,0.0054459912661277386,0.00023838825143499345,0.125,false,true,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.25,0.011041385920966817,0.00029458255456407418,0.010505998343539824,0.00053538757742699339,0.125,false,true,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.375,0.026266473484789721,0.0006628107477691669,0.025493027481418257,0.00077344600337146338,0.125,false,true,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.5,0.046964149775466701,0.0011783302182562967,0.046969409930035705,5.2601545690034168e-06,0.125,false,true,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.625,0.074086166742278969,0.0018411409660254636,0.074935145689392149,0.00084897894711317978,0.125,false,true,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.75,0.10808929683655233,0.0026512429910766676,0.10939023475948764,0.0013009379229353135,0.125,false,true,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,0.875,0.14960578858383045,0.0036086362934099085,0.15033467714032211,0.00072888855649166917,0.125,false,true,0.99980843005264908,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
pythia70m_full_mlp_pilot,Pythia-70M,pythia70m_full_mlp_pilot__seed17__rate0p258,Q+S+L_component_scale,1,0.19929792749600139,0.0047133208730251869,0.19776847283189561,0.0015294546641057838,0.125,false,true,0.99980843005264908,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0,0,0,0,0,0.125,true,false,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.03125,0.0011273181344577665,5.7104993362615027e-06,0.0011064897129791286,2.0828421478637877e-05,0.125,true,false,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.0625,0.0023764362485385604,2.2841997345046011e-05,0.0023770472589769174,6.1101043835696395e-07,0.125,true,false,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.09375,0.0037916588970992038,5.1394494026353527e-05,0.0038116726379933659,2.0013740894162142e-05,0.125,true,false,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.125,0.0054204745555486156,9.1367989380184043e-05,0.005410365850028475,1.0108705520140565e-05,0.125,true,false,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.1875,0.0091294716662302378,0.00020557797610541411,0.0090999557731546721,2.951589307556568e-05,0.125,false,true,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.25,0.013378353569451384,0.00036547195752073617,0.013445817028355509,6.7463458904125015e-05,0.125,false,true,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.375,0.02455184215635775,0.00082231190442165643,0.024106353534981105,0.00044548862137664541,0.125,false,true,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.5,0.038917661651851176,0.0014618878300829447,0.03739197536990526,0.0015256862819459163,0.125,false,true,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.625,0.056356505146176517,0.002284199734504601,0.053302682533127976,0.0030538226130485402,0.125,false,true,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.75,0.076761350856990873,0.0032892476176866257,0.07183847502464924,0.0049228758323416333,0.125,false,true,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,0.875,0.10122464397760833,0.0044770314796290182,0.092999352844469085,0.0082252911331392453,0.125,false,true,0.99861860026794236,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q,1,0.12947433952271403,0.0058475513203317788,0.11678531599258749,0.012689023530126547,0.125,false,true,0.99861860026794236,codec_endpoint,true,1016,0.25800000000000001,scalability_smoke
opt125m_depth_mlp_pilot,OPT-125M,opt125m_depth_mlp_pilot__seed17__rate0p258,Q_block_scale,0,0,0,0,0,0.125,true,false,0.99570077269756352,noncodec_interpolation,false,1016,0.25800000000000001,scalability_smoke
