block_size,compression_ratio_actual,compression_ratio_target,has_bias,in_features,layer,method,module_type,name,out_features,params_original,params_structured,rank,relative_weight_error,terms
16,16.0,4.0,True,1536,22,block_circulant,k_proj,model.layers.22.self_attn.k_proj,256,393216,24576,0,0.968072428164476,
64,6.0,4.0,True,1536,22,monarch_like,k_proj,model.layers.22.self_attn.k_proj,256,393216,65536,64,0.9579977990116704,2
,8.126984126984127,8.0,True,1536,22,low_rank,k_proj,model.layers.22.self_attn.k_proj,256,393216,48384,27,0.8025403489228483,
16,16.0,8.0,True,1536,22,block_circulant,k_proj,model.layers.22.self_attn.k_proj,256,393216,24576,0,0.968072428164476,
64,8.0,8.0,True,1536,22,monarch_like,k_proj,model.layers.22.self_attn.k_proj,256,393216,49152,48,0.9582839166750144,2
,16.87912087912088,16.0,True,1536,22,low_rank,k_proj,model.layers.22.self_attn.k_proj,256,393216,23296,13,0.8924118572297998,
16,16.0,16.0,True,1536,22,block_circulant,k_proj,model.layers.22.self_attn.k_proj,256,393216,24576,0,0.968072428164476,
64,16.0,16.0,True,1536,22,monarch_like,k_proj,model.layers.22.self_attn.k_proj,256,393216,24576,24,0.9641806587931124,2
,2.0,2.0,False,1536,22,low_rank,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,1179648,384,0.45571371415036477,
16,16.0,2.0,False,1536,22,block_circulant,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,147456,0,0.9679836999389673,
64,6.0,2.0,False,1536,22,monarch_like,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,393216,64,0.9588028016588749,2
,4.0,4.0,False,1536,22,low_rank,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,589824,192,0.668935806433803,
16,16.0,4.0,False,1536,22,block_circulant,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,147456,0,0.9679836999389673,
64,6.0,4.0,False,1536,22,monarch_like,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,393216,64,0.9588028016588749,2
,8.0,8.0,False,1536,22,low_rank,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,294912,96,0.8134504949132262,
16,16.0,8.0,False,1536,22,block_circulant,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,147456,0,0.9679836999389673,
64,8.0,8.0,False,1536,22,monarch_like,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,294912,48,0.9591686154799417,2
,16.0,16.0,False,1536,22,low_rank,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,147456,48,0.897593210584634,
16,16.0,16.0,False,1536,22,block_circulant,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,147456,0,0.9679836999389673,
64,16.0,16.0,False,1536,22,monarch_like,o_proj,model.layers.22.self_attn.o_proj,1536,2359296,147456,24,0.965536798219106,2
,2.0,2.0,True,1536,22,low_rank,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,1179648,384,0.42063972830775237,
16,16.0,2.0,True,1536,22,block_circulant,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,147456,0,0.9684020975899773,
64,6.0,2.0,True,1536,22,monarch_like,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,393216,64,0.9573921832833898,2
,4.0,4.0,True,1536,22,low_rank,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,589824,192,0.611199472496713,
16,16.0,4.0,True,1536,22,block_circulant,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,147456,0,0.9684020975899773,
64,6.0,4.0,True,1536,22,monarch_like,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,393216,64,0.9573921832833898,2
,8.0,8.0,True,1536,22,low_rank,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,294912,96,0.7496157984535278,
16,16.0,8.0,True,1536,22,block_circulant,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,147456,0,0.9684020975899773,
64,8.0,8.0,True,1536,22,monarch_like,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,294912,48,0.9576249493591334,2
,16.0,16.0,True,1536,22,low_rank,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,147456,48,0.8472437033852873,
16,16.0,16.0,True,1536,22,block_circulant,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,147456,0,0.9684020975899773,
64,16.0,16.0,True,1536,22,monarch_like,q_proj,model.layers.22.self_attn.q_proj,1536,2359296,147456,24,0.963174472860667,2
,2.0018618506795756,2.0,False,1536,22,low_rank,up_proj,model.layers.22.mlp.up_proj,8960,13762560,6874880,655,0.5917983538053073,
16,16.0,2.0,False,1536,22,block_circulant,up_proj,model.layers.22.mlp.up_proj,8960,13762560,860160,0,0.9682030427426119,
64,6.0,2.0,False,1536,22,monarch_like,up_proj,model.layers.22.mlp.up_proj,8960,13762560,2293760,64,0.9573885027404824,2
,4.009845603043186,4.0,False,1536,22,low_rank,up_proj,model.layers.22.mlp.up_proj,8960,13762560,3432192,327,0.7825939310364393,
16,16.0,4.0,False,1536,22,block_circulant,up_proj,model.layers.22.mlp.up_proj,8960,13762560,860160,0,0.9682030427426119,
64,6.0,4.0,False,1536,22,monarch_like,up_proj,model.layers.22.mlp.up_proj,8960,13762560,2293760,64,0.9573885027404824,2
,8.044291485859643,8.0,False,1536,22,low_rank,up_proj,model.layers.22.mlp.up_proj,8960,13762560,1710848,163,0.8846122161772573,
16,16.0,8.0,False,1536,22,block_circulant,up_proj,model.layers.22.mlp.up_proj,8960,13762560,860160,0,0.9682030427426119,
64,8.0,8.0,False,1536,22,monarch_like,up_proj,model.layers.22.mlp.up_proj,8960,13762560,1720320,48,0.9578881778210854,2
,16.187895212285458,16.0,False,1536,22,low_rank,up_proj,model.layers.22.mlp.up_proj,8960,13762560,850176,81,0.9387872152998135,
16,16.0,16.0,False,1536,22,block_circulant,up_proj,model.layers.22.mlp.up_proj,8960,13762560,860160,0,0.9682030427426119,
64,16.0,16.0,False,1536,22,monarch_like,up_proj,model.layers.22.mlp.up_proj,8960,13762560,860160,24,0.9660554359088803,2
,2.0131061598951505,2.0,True,1536,22,low_rank,v_proj,model.layers.22.self_attn.v_proj,256,393216,195328,109,0.6263164669162852,
16,16.0,2.0,True,1536,22,block_circulant,v_proj,model.layers.22.self_attn.v_proj,256,393216,24576,0,0.9681693552661618,
64,6.0,2.0,True,1536,22,monarch_like,v_proj,model.layers.22.self_attn.v_proj,256,393216,65536,64,0.9580103868122238,2
,4.063492063492063,4.0,True,1536,22,low_rank,v_proj,model.layers.22.self_attn.v_proj,256,393216,96768,54,0.8091465743126023,
16,16.0,4.0,True,1536,22,block_circulant,v_proj,model.layers.22.self_attn.v_proj,256,393216,24576,0,0.9681693552661618,
64,6.0,4.0,True,1536,22,monarch_like,v_proj,model.layers.22.self_attn.v_proj,256,393216,65536,64,0.9580103868122238,2
,8.126984126984127,8.0,True,1536,22,low_rank,v_proj,model.layers.22.self_attn.v_proj,256,393216,48384,27,0.9019813572270092,
16,16.0,8.0,True,1536,22,block_circulant,v_proj,model.layers.22.self_attn.v_proj,256,393216,24576,0,0.9681693552661618,
64,8.0,8.0,True,1536,22,monarch_like,v_proj,model.layers.22.self_attn.v_proj,256,393216,49152,48,0.9583428372146081,2
,16.87912087912088,16.0,True,1536,22,low_rank,v_proj,model.layers.22.self_attn.v_proj,256,393216,23296,13,0.9512116882001626,
16,16.0,16.0,True,1536,22,block_circulant,v_proj,model.layers.22.self_attn.v_proj,256,393216,24576,0,0.9681693552661618,
64,16.0,16.0,True,1536,22,monarch_like,v_proj,model.layers.22.self_attn.v_proj,256,393216,24576,24,0.9646416792618673,2
,2.0018618506795756,2.0,False,8960,23,low_rank,down_proj,model.layers.23.mlp.down_proj,1536,13762560,6874880,655,0.5926323490331807,
16,16.0,2.0,False,8960,23,block_circulant,down_proj,model.layers.23.mlp.down_proj,1536,13762560,860160,0,0.9681635465025171,
64,35.0,2.0,False,8960,23,monarch_like,down_proj,model.layers.23.mlp.down_proj,1536,13762560,393216,64,0.9928303913306744,2
,4.009845603043186,4.0,False,8960,23,low_rank,down_proj,model.layers.23.mlp.down_proj,1536,13762560,3432192,327,0.7870752951818025,
16,16.0,4.0,False,8960,23,block_circulant,down_proj,model.layers.23.mlp.down_proj,1536,13762560,860160,0,0.9681635465025171,
64,35.0,4.0,False,8960,23,monarch_like,down_proj,model.layers.23.mlp.down_proj,1536,13762560,393216,64,0.9928303913306744,2
,8.044291485859643,8.0,False,8960,23,low_rank,down_proj,model.layers.23.mlp.down_proj,1536,13762560,1710848,163,0.888828012240278,
16,16.0,8.0,False,8960,23,block_circulant,down_proj,model.layers.23.mlp.down_proj,1536,13762560,860160,0,0.9681635465025171,
64,35.0,8.0,False,8960,23,monarch_like,down_proj,model.layers.23.mlp.down_proj,1536,13762560,393216,64,0.9928303913306744,2
,16.187895212285458,16.0,False,8960,23,low_rank,down_proj,model.layers.23.mlp.down_proj,1536,13762560,850176,81,0.9421248861292292,
16,16.0,16.0,False,8960,23,block_circulant,down_proj,model.layers.23.mlp.down_proj,1536,13762560,860160,0,0.9681635465025171,
64,35.0,16.0,False,8960,23,monarch_like,down_proj,model.layers.23.mlp.down_proj,1536,13762560,393216,64,0.9928303913306744,2
,2.0018618506795756,2.0,False,1536,23,low_rank,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,6874880,655,0.5645699600376755,
16,16.0,2.0,False,1536,23,block_circulant,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,860160,0,0.9682227511568678,
64,6.0,2.0,False,1536,23,monarch_like,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,2293760,64,0.9573000243385488,2
,4.009845603043186,4.0,False,1536,23,low_rank,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,3432192,327,0.7559266666751498,
16,16.0,4.0,False,1536,23,block_circulant,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,860160,0,0.9682227511568678,
64,6.0,4.0,False,1536,23,monarch_like,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,2293760,64,0.9573000243385488,2
,8.044291485859643,8.0,False,1536,23,low_rank,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,1710848,163,0.8615540380698682,
16,16.0,8.0,False,1536,23,block_circulant,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,860160,0,0.9682227511568678,
64,8.0,8.0,False,1536,23,monarch_like,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,1720320,48,0.9577926329127998,2
,16.187895212285458,16.0,False,1536,23,low_rank,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,850176,81,0.9202702315923402,
16,16.0,16.0,False,1536,23,block_circulant,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,860160,0,0.9682227511568678,
64,16.0,16.0,False,1536,23,monarch_like,gate_proj,model.layers.23.mlp.gate_proj,8960,13762560,860160,24,0.96579011533359,2
,2.0131061598951505,2.0,True,1536,23,low_rank,k_proj,model.layers.23.self_attn.k_proj,256,393216,195328,109,0.36112231850824245,
16,16.0,2.0,True,1536,23,block_circulant,k_proj,model.layers.23.self_attn.k_proj,256,393216,24576,0,0.9686467072658804,
64,6.0,2.0,True,1536,23,monarch_like,k_proj,model.layers.23.self_attn.k_proj,256,393216,65536,64,0.9562917704782002,2
,4.063492063492063,4.0,True,1536,23,low_rank,k_proj,model.layers.23.self_attn.k_proj,256,393216,96768,54,0.577688590396197,
16,16.0,4.0,True,1536,23,block_circulant,k_proj,model.layers.23.self_attn.k_proj,256,393216,24576,0,0.9686467072658804,
64,6.0,4.0,True,1536,23,monarch_like,k_proj,model.layers.23.self_attn.k_proj,256,393216,65536,64,0.9562917704782002,2
,8.126984126984127,8.0,True,1536,23,low_rank,k_proj,model.layers.23.self_attn.k_proj,256,393216,48384,27,0.7252809202603105,
16,16.0,8.0,True,1536,23,block_circulant,k_proj,model.layers.23.self_attn.k_proj,256,393216,24576,0,0.9686467072658804,
64,8.0,8.0,True,1536,23,monarch_like,k_proj,model.layers.23.self_attn.k_proj,256,393216,49152,48,0.9565126717369135,2
,16.87912087912088,16.0,True,1536,23,low_rank,k_proj,model.layers.23.self_attn.k_proj,256,393216,23296,13,0.828611798072848,
16,16.0,16.0,True,1536,23,block_circulant,k_proj,model.layers.23.self_attn.k_proj,256,393216,24576,0,0.9686467072658804,
64,16.0,16.0,True,1536,23,monarch_like,k_proj,model.layers.23.self_attn.k_proj,256,393216,24576,24,0.9614600161935254,2
,2.0,2.0,False,1536,23,low_rank,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,1179648,384,0.4722570198477603,
16,16.0,2.0,False,1536,23,block_circulant,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,147456,0,0.9682731537770379,
64,6.0,2.0,False,1536,23,monarch_like,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,393216,64,0.9581035698530289,2
,4.0,4.0,False,1536,23,low_rank,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,589824,192,0.677112584865624,
16,16.0,4.0,False,1536,23,block_circulant,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,147456,0,0.9682731537770379,
64,6.0,4.0,False,1536,23,monarch_like,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,393216,64,0.9581035698530289,2
,8.0,8.0,False,1536,23,low_rank,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,294912,96,0.8157101073650995,
16,16.0,8.0,False,1536,23,block_circulant,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,147456,0,0.9682731537770379,
64,8.0,8.0,False,1536,23,monarch_like,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,294912,48,0.9584663593237638,2
,16.0,16.0,False,1536,23,low_rank,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,147456,48,0.8944452780992194,
16,16.0,16.0,False,1536,23,block_circulant,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,147456,0,0.9682731537770379,
64,16.0,16.0,False,1536,23,monarch_like,o_proj,model.layers.23.self_attn.o_proj,1536,2359296,147456,24,0.9651259699169371,2
,2.0,2.0,True,1536,23,low_rank,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,1179648,384,0.3796053454492729,
16,16.0,2.0,True,1536,23,block_circulant,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,147456,0,0.9682033406166505,
64,6.0,2.0,True,1536,23,monarch_like,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,393216,64,0.9572865065930298,2
,4.0,4.0,True,1536,23,low_rank,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,589824,192,0.5640372406546703,
16,16.0,4.0,True,1536,23,block_circulant,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,147456,0,0.9682033406166505,
64,6.0,4.0,True,1536,23,monarch_like,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,393216,64,0.9572865065930298,2
,8.0,8.0,True,1536,23,low_rank,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,294912,96,0.7032648550350162,
16,16.0,8.0,True,1536,23,block_circulant,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,147456,0,0.9682033406166505,
64,8.0,8.0,True,1536,23,monarch_like,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,294912,48,0.9574743591558349,2
,16.0,16.0,True,1536,23,low_rank,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,147456,48,0.8084553814724726,
16,16.0,16.0,True,1536,23,block_circulant,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,147456,0,0.9682033406166505,
64,16.0,16.0,True,1536,23,monarch_like,q_proj,model.layers.23.self_attn.q_proj,1536,2359296,147456,24,0.9621913104575888,2
,2.0018618506795756,2.0,False,1536,23,low_rank,up_proj,model.layers.23.mlp.up_proj,8960,13762560,6874880,655,0.5821087955203003,
16,16.0,2.0,False,1536,23,block_circulant,up_proj,model.layers.23.mlp.up_proj,8960,13762560,860160,0,0.96819886514571,
64,6.0,2.0,False,1536,23,monarch_like,up_proj,model.layers.23.mlp.up_proj,8960,13762560,2293760,64,0.9574360550589711,2
,4.009845603043186,4.0,False,1536,23,low_rank,up_proj,model.layers.23.mlp.up_proj,8960,13762560,3432192,327,0.7752878329422108,
16,16.0,4.0,False,1536,23,block_circulant,up_proj,model.layers.23.mlp.up_proj,8960,13762560,860160,0,0.96819886514571,
64,6.0,4.0,False,1536,23,monarch_like,up_proj,model.layers.23.mlp.up_proj,8960,13762560,2293760,64,0.9574360550589711,2
,8.044291485859643,8.0,False,1536,23,low_rank,up_proj,model.layers.23.mlp.up_proj,8960,13762560,1710848,163,0.8797267875706561,
16,16.0,8.0,False,1536,23,block_circulant,up_proj,model.layers.23.mlp.up_proj,8960,13762560,860160,0,0.96819886514571,
64,8.0,8.0,False,1536,23,monarch_like,up_proj,model.layers.23.mlp.up_proj,8960,13762560,1720320,48,0.9579510565869261,2
,16.187895212285458,16.0,False,1536,23,low_rank,up_proj,model.layers.23.mlp.up_proj,8960,13762560,850176,81,0.935764082608455,
16,16.0,16.0,False,1536,23,block_circulant,up_proj,model.layers.23.mlp.up_proj,8960,13762560,860160,0,0.96819886514571,
64,16.0,16.0,False,1536,23,monarch_like,up_proj,model.layers.23.mlp.up_proj,8960,13762560,860160,24,0.966200604950197,2
,2.0131061598951505,2.0,True,1536,23,low_rank,v_proj,model.layers.23.self_attn.v_proj,256,393216,195328,109,0.6003348508224983,
16,16.0,2.0,True,1536,23,block_circulant,v_proj,model.layers.23.self_attn.v_proj,256,393216,24576,0,0.9681013259603882,
64,6.0,2.0,True,1536,23,monarch_like,v_proj,model.layers.23.self_attn.v_proj,256,393216,65536,64,0.9567564383310273,2
,4.063492063492063,4.0,True,1536,23,low_rank,v_proj,model.layers.23.self_attn.v_proj,256,393216,96768,54,0.7820089228097418,
16,16.0,4.0,True,1536,23,block_circulant,v_proj,model.layers.23.self_attn.v_proj,256,393216,24576,0,0.9681013259603882,
64,6.0,4.0,True,1536,23,monarch_like,v_proj,model.layers.23.self_attn.v_proj,256,393216,65536,64,0.9567564383310273,2
,8.126984126984127,8.0,True,1536,23,low_rank,v_proj,model.layers.23.self_attn.v_proj,256,393216,48384,27,0.8830496786102072,
16,16.0,8.0,True,1536,23,block_circulant,v_proj,model.layers.23.self_attn.v_proj,256,393216,24576,0,0.9681013259603882,
64,8.0,8.0,True,1536,23,monarch_like,v_proj,model.layers.23.self_attn.v_proj,256,393216,49152,48,0.9570866445756753,2
,16.87912087912088,16.0,True,1536,23,low_rank,v_proj,model.layers.23.self_attn.v_proj,256,393216,23296,13,0.9388904385231961,
16,16.0,16.0,True,1536,23,block_circulant,v_proj,model.layers.23.self_attn.v_proj,256,393216,24576,0,0.9681013259603882,
64,16.0,16.0,True,1536,23,monarch_like,v_proj,model.layers.23.self_attn.v_proj,256,393216,24576,24,0.9630747334141981,2
,2.0018618506795756,2.0,False,8960,24,low_rank,down_proj,model.layers.24.mlp.down_proj,1536,13762560,6874880,655,0.5829855244915653,
16,16.0,2.0,False,8960,24,block_circulant,down_proj,model.layers.24.mlp.down_proj,1536,13762560,860160,0,0.9682202836807858,
64,35.0,2.0,False,8960,24,monarch_like,down_proj,model.layers.24.mlp.down_proj,1536,13762560,393216,64,0.9928692471203313,2
,4.009845603043186,4.0,False,8960,24,low_rank,down_proj,model.layers.24.mlp.down_proj,1536,13762560,3432192,327,0.780854373585428,
16,16.0,4.0,False,8960,24,block_circulant,down_proj,model.layers.24.mlp.down_proj,1536,13762560,860160,0,0.9682202836807858,
64,35.0,4.0,False,8960,24,monarch_like,down_proj,model.layers.24.mlp.down_proj,1536,13762560,393216,64,0.9928692471203313,2
,8.044291485859643,8.0,False,8960,24,low_rank,down_proj,model.layers.24.mlp.down_proj,1536,13762560,1710848,163,0.8851492561173877,
16,16.0,8.0,False,8960,24,block_circulant,down_proj,model.layers.24.mlp.down_proj,1536,13762560,860160,0,0.9682202836807858,
64,35.0,8.0,False,8960,24,monarch_like,down_proj,model.layers.24.mlp.down_proj,1536,13762560,393216,64,0.9928692471203313,2
,16.187895212285458,16.0,False,8960,24,low_rank,down_proj,model.layers.24.mlp.down_proj,1536,13762560,850176,81,0.9401110537733433,
16,16.0,16.0,False,8960,24,block_circulant,down_proj,model.layers.24.mlp.down_proj,1536,13762560,860160,0,0.9682202836807858,
64,35.0,16.0,False,8960,24,monarch_like,down_proj,model.layers.24.mlp.down_proj,1536,13762560,393216,64,0.9928692471203313,2
,2.0018618506795756,2.0,False,1536,24,low_rank,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,6874880,655,0.5724590000883943,
16,16.0,2.0,False,1536,24,block_circulant,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,860160,0,0.968219700716227,
64,6.0,2.0,False,1536,24,monarch_like,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,2293760,64,0.957545444786525,2
,4.009845603043186,4.0,False,1536,24,low_rank,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,3432192,327,0.7636250691048777,
16,16.0,4.0,False,1536,24,block_circulant,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,860160,0,0.968219700716227,
64,6.0,4.0,False,1536,24,monarch_like,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,2293760,64,0.957545444786525,2
,8.044291485859643,8.0,False,1536,24,low_rank,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,1710848,163,0.86839531789658,
16,16.0,8.0,False,1536,24,block_circulant,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,860160,0,0.968219700716227,
64,8.0,8.0,False,1536,24,monarch_like,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,1720320,48,0.9580477534832592,2
,16.187895212285458,16.0,False,1536,24,low_rank,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,850176,81,0.9257267864494714,
16,16.0,16.0,False,1536,24,block_circulant,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,860160,0,0.968219700716227,
64,16.0,16.0,False,1536,24,monarch_like,gate_proj,model.layers.24.mlp.gate_proj,8960,13762560,860160,24,0.9661349238847909,2
,2.0131061598951505,2.0,True,1536,24,low_rank,k_proj,model.layers.24.self_attn.k_proj,256,393216,195328,109,0.43077215918155537,
16,16.0,2.0,True,1536,24,block_circulant,k_proj,model.layers.24.self_attn.k_proj,256,393216,24576,0,0.9682865322771116,
64,6.0,2.0,True,1536,24,monarch_like,k_proj,model.layers.24.self_attn.k_proj,256,393216,65536,64,0.9584870443092888,2
,4.063492063492063,4.0,True,1536,24,low_rank,k_proj,model.layers.24.self_attn.k_proj,256,393216,96768,54,0.6684500687911332,
16,16.0,4.0,True,1536,24,block_circulant,k_proj,model.layers.24.self_attn.k_proj,256,393216,24576,0,0.9682865322771116,
64,6.0,4.0,True,1536,24,monarch_like,k_proj,model.layers.24.self_attn.k_proj,256,393216,65536,64,0.9584870443092888,2
,8.126984126984127,8.0,True,1536,24,low_rank,k_proj,model.layers.24.self_attn.k_proj,256,393216,48384,27,0.8072017480533508,
16,16.0,8.0,True,1536,24,block_circulant,k_proj,model.layers.24.self_attn.k_proj,256,393216,24576,0,0.9682865322771116,
64,8.0,8.0,True,1536,24,monarch_like,k_proj,model.layers.24.self_attn.k_proj,256,393216,49152,48,0.9587843755114083,2
,16.87912087912088,16.0,True,1536,24,low_rank,k_proj,model.layers.24.self_attn.k_proj,256,393216,23296,13,0.8898649954113306,
16,16.0,16.0,True,1536,24,block_circulant,k_proj,model.layers.24.self_attn.k_proj,256,393216,24576,0,0.9682865322771116,
64,16.0,16.0,True,1536,24,monarch_like,k_proj,model.layers.24.self_attn.k_proj,256,393216,24576,24,0.9649215485729318,2
,2.0,2.0,False,1536,24,low_rank,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,1179648,384,0.4922549604785239,
16,16.0,2.0,False,1536,24,block_circulant,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,147456,0,0.9681734803659094,
64,6.0,2.0,False,1536,24,monarch_like,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,393216,64,0.9581746615132489,2
,4.0,4.0,False,1536,24,low_rank,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,589824,192,0.7020277072468489,
16,16.0,4.0,False,1536,24,block_circulant,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,147456,0,0.9681734803659094,
64,6.0,4.0,False,1536,24,monarch_like,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,393216,64,0.9581746615132489,2
,8.0,8.0,False,1536,24,low_rank,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,294912,96,0.8367575232209328,
16,16.0,8.0,False,1536,24,block_circulant,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,147456,0,0.9681734803659094,
64,8.0,8.0,False,1536,24,monarch_like,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,294912,48,0.958544941432852,2
,16.0,16.0,False,1536,24,low_rank,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,147456,48,0.9122547126431334,
16,16.0,16.0,False,1536,24,block_circulant,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,147456,0,0.9681734803659094,
64,16.0,16.0,False,1536,24,monarch_like,o_proj,model.layers.24.self_attn.o_proj,1536,2359296,147456,24,0.9653640547228608,2
,2.0,2.0,True,1536,24,low_rank,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,1179648,384,0.4245198953493113,
16,16.0,2.0,True,1536,24,block_circulant,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,147456,0,0.968284078648668,
64,6.0,2.0,True,1536,24,monarch_like,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,393216,64,0.957705585810493,2
,4.0,4.0,True,1536,24,low_rank,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,589824,192,0.6149992525240409,
16,16.0,4.0,True,1536,24,block_circulant,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,147456,0,0.968284078648668,
64,6.0,4.0,True,1536,24,monarch_like,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,393216,64,0.957705585810493,2
,8.0,8.0,True,1536,24,low_rank,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,294912,96,0.7467646352068655,
16,16.0,8.0,True,1536,24,block_circulant,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,147456,0,0.968284078648668,
64,8.0,8.0,True,1536,24,monarch_like,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,294912,48,0.9579465039120704,2
,16.0,16.0,True,1536,24,low_rank,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,147456,48,0.837501394159325,
16,16.0,16.0,True,1536,24,block_circulant,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,147456,0,0.968284078648668,
64,16.0,16.0,True,1536,24,monarch_like,q_proj,model.layers.24.self_attn.q_proj,1536,2359296,147456,24,0.963658780980692,2
,2.0018618506795756,2.0,False,1536,24,low_rank,up_proj,model.layers.24.mlp.up_proj,8960,13762560,6874880,655,0.58547437464947,
16,16.0,2.0,False,1536,24,block_circulant,up_proj,model.layers.24.mlp.up_proj,8960,13762560,860160,0,0.9682604317430059,
64,6.0,2.0,False,1536,24,monarch_like,up_proj,model.layers.24.mlp.up_proj,8960,13762560,2293760,64,0.9573582533723684,2
,4.009845603043186,4.0,False,1536,24,low_rank,up_proj,model.layers.24.mlp.up_proj,8960,13762560,3432192,327,0.7784305347960712,
16,16.0,4.0,False,1536,24,block_circulant,up_proj,model.layers.24.mlp.up_proj,8960,13762560,860160,0,0.9682604317430059,
64,6.0,4.0,False,1536,24,monarch_like,up_proj,model.layers.24.mlp.up_proj,8960,13762560,2293760,64,0.9573582533723684,2
,8.044291485859643,8.0,False,1536,24,low_rank,up_proj,model.layers.24.mlp.up_proj,8960,13762560,1710848,163,0.8821401893139573,
16,16.0,8.0,False,1536,24,block_circulant,up_proj,model.layers.24.mlp.up_proj,8960,13762560,860160,0,0.9682604317430059,
