activation_reconstruction_error,added_bits_over_q,added_scalars_over_q,all_requested_components_active,allocation_id,allocation_source,base_codes_padding_bits,base_codes_raw_bits,base_codes_stored_bits,base_scales_padding_bits,base_scales_raw_bits,base_scales_stored_bits,baseline_hessian_energy,both_s_and_l_active,cancellation_gain_ql_over_q,cancellation_gain_qs_over_q,cols,comparison_budget_bits,component_scale_labels,component_scale_multipliers,compression_ratio,folded_repair_dof,folded_zero_bit_hessian_gain,fp16_accumulation_rounding_l2,hessian_cost,hessian_cross_ql,hessian_cross_qs,hessian_cross_sl,hessian_decomposition_residual,hessian_gain_over_q,hessian_gain_per_added_bit,hessian_gain_per_added_scalar,hessian_recovery_fraction_over_q,hessian_self_l,hessian_self_q,hessian_self_s,joint_component_constraint,l_active,layer,lowrank_factors_padding_bits,lowrank_factors_raw_bits,lowrank_factors_stored_bits,lowrank_rank,lowrank_scales_padding_bits,lowrank_scales_raw_bits,lowrank_scales_stored_bits,metadata_padding_bits,metadata_raw_bits,metadata_stored_bits,normalized_hessian_cost,obs_applied,obs_continuous_cost,obs_fp16_rounding_cost_gap,obs_reason,obs_relative_stationarity_continuous,obs_relative_stationarity_stored,obs_rhs_null_residual_max,obs_stored_cost,obs_unique_support_count,payload_bits,payload_ratio,q_active,q_col_block_size,q_reference_bits,q_reference_cost,q_scale_count,rate_cap_strategy,reference_bits,repair_padding_bits,repair_raw_bits,repair_stored_bits,rho_ql,rho_ql_kind,rho_qs,rho_qs_kind,rho_sl,rho_sl_kind,rows,s_active,scale_col_block_size,scale_cost_after_continuous,scale_cost_before_continuous,scale_gram_condition,scale_gram_rank,scale_groups_per_row,scale_max_basis_stationarity,scale_multiplier_applied,scale_multiplier_continuous,scale_repair_kind,search_family,selected_within_layer_target,sparse_fraction,sparse_nnz,sparse_scales_padding_bits,sparse_scales_raw_bits,sparse_scales_stored_bits,sparse_support_padding_bits,sparse_support_raw_bits,sparse_support_stored_bits,sparse_values_padding_bits,sparse_values_raw_bits,sparse_values_stored_bits,strategy,support_encoding,target_gap,target_ratio,token_risk_p95,under_target,worst_token_risk
,,,,"rank=11,nnz=11007",,,,,,,,,True,,,,5021696,,,,,,,0.6499522924423218,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,11,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,11007,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=12,nnz=9727",,,,,,,,,True,,,,5021696,,,,,,,0.6469191312789917,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,12,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,9727,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=13,nnz=8447",,,,,,,,,True,,,,5021696,,,,,,,0.6452361345291138,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,13,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,True,,8447,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=14,nnz=7167",,,,,,,,,True,,,,5021696,,,,,,,0.6474364995956421,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,14,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,7167,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=15,nnz=5887",,,,,,,,,True,,,,5021696,,,,,,,0.6491369009017944,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,15,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,5887,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=16,nnz=4607",,,,,,,,,True,,,,5021696,,,,,,,0.6501911878585815,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,16,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,4607,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=17,nnz=3327",,,,,,,,,True,,,,5021696,,,,,,,0.6524609923362732,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,17,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,3327,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=18,nnz=2047",,,,,,,,,True,,,,5021696,,,,,,,0.658268392086029,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,18,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,2047,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=19,nnz=767",,,,,,,,,True,,,,5021696,,,,,,,0.6659814119338989,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,19,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,767,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
,,,,"rank=20,nnz=0",,,,,,,,,False,,,,5021696,,,,,,,0.667499303817749,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_4h_to_h,,,,20,,,,,,,,,,,,,,,,,5021696,0.29931640625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,0,,,,,,,,,,Q+S+L_QL_budget,,,0.3,,True,
0.058774083852767944,0,0,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,nan,nan,2048,,,,3.992202729044834,0,0.0,0.0,2.0976204872131348,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,2.0976204872131348,0.0,,False,gpt_neox.layers.3.mlp.dense_4h_to_h,0,0,0,0,0,0,0,0,0,0,0.056442724523033255,,,,,,,,,,4202496,0.25048828125,True,0,4202496,2.0976204872131348,512,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,512,False,,,,,,,,,,,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q,empty,-0.04951171874999999,0.3,0.0785830169916153,True,0.09560057520866394
0.05573372542858124,0,0,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,nan,nan,2048,,,,3.992202729044834,1,0.09668278694152832,0.0,2.0009377002716064,0.0,0.0,0.0,0.0,0.09668278694152832,nan,nan,0.046091648861601046,0.0,2.0009377002716064,0.0,,False,gpt_neox.layers.3.mlp.dense_4h_to_h,0,0,0,0,0,0,0,0,0,0,0.05384118628352553,,,,,,,,,,4202496,0.25048828125,True,0,4202496,2.0976204872131348,512,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,512,False,,2.0009601989956773,2.0976204214616865,,1,,0.0,0.9501816679832992,0.9501816679832992,global_folded_into_fp16_q_scales,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q_global_scale,empty,-0.04951171874999999,0.3,0.07438690960407257,True,0.08926832675933838
0.01970156468451023,516096,32256,True,,,0,4194304,4194304,0,524288,524288,74.32740020751953,,nan,nan,2048,,,,3.5555555555555554,32768,0.0,0.0,0.7403212189674377,0.0,0.0,0.0,0.0,1.357299268245697,2.629935648107517e-06,4.207897036972027e-05,0.647066176422115,0.0,0.7403212189674377,0.0,,False,gpt_neox.layers.3.mlp.dense_4h_to_h,0,0,0,0,0,0,0,0,0,0,0.01992054657906738,,,,,,,,,,4718592,0.28125,True,32,4202496,2.0976204872131348,32768,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,512,False,32,0.7403218431540142,2.0976204214616865,,,64,0.0005485284848684721,,,row_x_column_block_fp16_scales,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q_block_scale,empty,-0.01874999999999999,0.3,0.028366519138216972,True,0.03528778254985809
0.02663770318031311,830656,25445,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,nan,1.0951985085799616,2048,,,,3.3333418104599266,0,0.0,0.0,0.9568244814872742,0.0,-2.2973108291625977,0.0,-1.7881393432617188e-07,1.1407960057258606,1.373367562174788e-06,4.483379861371038e-05,0.54385243311649,0.0,2.0976204872131348,1.1565150022506714,,False,gpt_neox.layers.3.mlp.dense_4h_to_h,0,0,0,0,0,0,0,0,0,0,0.025746211459457838,,,,,,,,,,5033152,0.2999992370605469,True,0,4202496,2.0976204872131348,512,,16777216,0,0,0,nan,inactive,-0.7374807194499403,repair_cancellation,nan,inactive,512,True,,,,,,,,,,,selected_endpoint,True,0.02426624298095703,25445,0,0,0,0,423536,423536,0,407120,407120,Q+S,csr_fixed,-7.629394531138978e-07,0.3,0.035787105560302734,True,0.043963514268398285
0.014573289081454277,830656,25445,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,nan,1.4851249053747162,2048,,,,3.3333418104599266,25445,0.0,0.0009610054548829794,0.5400246977806091,0.0,-3.1151583194732666,0.0,-4.172325134277344e-07,1.5575957894325256,1.875139395167826e-06,6.121421848821087e-05,0.742553669230187,0.0,2.0975732803344727,1.5576101541519165,,False,gpt_neox.layers.3.mlp.dense_4h_to_h,0,0,0,0,0,0,0,0,0,0,0.014530972327106258,True,0.5400243257856104,7.397177481660577e-08,,9.179855619729387e-16,0.00016277093613518108,2.1258182589114313e-15,0.5400243997573853,512,5033152,0.2999992370605469,True,0,4202496,2.0976204872131348,512,,16777216,0,0,0,nan,inactive,-0.8617120613411318,repair_cancellation,nan,inactive,512,True,,,,,,,,,,,selected_endpoint,True,0.02426624298095703,25445,0,0,0,0,423536,423536,0,407120,407120,Q+S_OBS,csr_fixed,-7.629394531138978e-07,0.3,0.021288082003593445,True,0.027839774265885353
0.018092775717377663,819200,51200,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,1.3635458085822385,nan,2048,,,,3.34094616639478,0,0.0,0.005861313547939062,0.667499303817749,-2.8602685928344727,0.0,0.0,7.152557373046875e-07,1.4301211833953857,1.7457533976994454e-06,2.7932054363191127e-05,0.6817826161182389,1.4300975799560547,2.0976696014404297,0.0,,True,gpt_neox.layers.3.mlp.dense_4h_to_h,0,819200,819200,20,0,0,0,0,0,0,0.017961056136878567,,,,,,,,,,5021696,0.29931640625,True,0,4202496,2.0976204872131348,512,,16777216,0,0,0,-0.8257060059085548,repair_cancellation,nan,inactive,nan,inactive,512,False,,,,,,,,,,,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q+L,empty,-0.0006835937499999889,0.3,0.026535486802458763,True,0.034148555248975754
0.017261836677789688,830656,42085,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,0.6051581523781335,0.7816658244330494,2048,,,,3.3333418104599266,0,0.0,0.005856611765921116,0.6414000391960144,-1.2693886756896973,-1.6396337747573853,0.05569761246442795,-1.1175870895385742e-07,1.4562204480171204,1.753096887300062e-06,3.460188779890984e-05,0.6942249357755995,0.6068490743637085,2.0976147651672363,0.7902611494064331,both_S_and_L_required,True,gpt_neox.layers.3.mlp.dense_4h_to_h,0,532480,532480,13,0,0,0,0,0,0,0.017258777716030634,,,,,,,,,,5033152,0.2999992370605469,True,0,4202496,2.0976204872131348,512,,16777216,0,0,0,-0.5625503657102664,repair_cancellation,-0.6367495966103527,repair_cancellation,0.04021433770124973,hessian_orthogonal,512,True,,,,,,,,,,,selected_endpoint,True,0.008397102355957031,8805,0,0,0,0,157296,157296,0,140880,140880,Q+S+L,csr_fixed,-7.629394531138978e-07,0.3,0.026027772575616837,True,0.03192301467061043
0.017343856394290924,819200,41727,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,0.6092568752739289,0.773225531899416,2048,5021696,,,3.34094616639478,0,0.0,0.005854973569512367,0.6452361345291138,-1.2779673337936401,-1.6219053268432617,0.04600672796368599,2.4959444999694824e-07,1.452384352684021,1.7729301180224866e-06,3.480682418299952e-05,0.6923961515143455,0.6159766912460327,2.097583770751953,0.7855413556098938,both_S_and_L_required,True,gpt_neox.layers.3.mlp.dense_4h_to_h,0,532480,532480,13,0,0,0,0,0,0,0.017361999282300655,,,,,,,,,,5021696,0.29931640625,True,0,4202496,2.0976204872131348,512,per_layer_exact_Q+L_payload_bits,16777216,0,0,0,-0.5621444934854182,repair_cancellation,-0.6317588296919169,repair_cancellation,0.033069275867409834,hessian_orthogonal,512,True,,,,,,,,,,,selected_endpoint,True,0.008055686950683594,8447,0,0,0,0,151568,151568,0,135152,135152,Q+S+L_QL_budget,csr_fixed,-0.0006835937499999889,0.3,0.026255233213305473,True,0.03189760819077492
0.017050331458449364,819200,41727,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,0.6010962297342216,0.7780471040665182,2048,5021696,q+s+l,"{""l"": 0.979860887452934, ""q"": 0.98269817594247, ""s"": 0.9913813378676671}",3.34094616639478,3,0.0,0.0057348813861608505,0.6339635252952576,-1.2274706363677979,-1.5888137817382812,0.04467874765396118,1.0728836059570312e-06,1.4636569619178772,1.7866906273411588e-06,3.5076975625323586e-05,0.6977701499580931,0.5914246439933777,2.042053461074829,0.7720900177955627,,True,gpt_neox.layers.3.mlp.dense_4h_to_h,0,532480,532480,13,0,0,0,0,0,0,0.017058676168553007,,,,,,,,,,5021696,0.29931640625,True,0,4202496,2.0976204872131348,512,per_layer_exact_Q+L_payload_bits,16777216,0,0,0,-0.5584674346276095,repair_cancellation,-0.6326674338537815,repair_cancellation,0.03305881775376358,hessian_orthogonal,512,True,,0.633935184652255,0.6452361458105232,64.8120089933804,3,,2.0405997420937364e-16,,,component_multipliers_folded_into_existing_fp16_storage,selected_endpoint,True,0.008055686950683594,8447,0,0,0,0,151568,151568,0,135152,135152,Q+S+L_QL_budget_component_scale,csr_fixed,-0.0006835937499999889,0.3,0.02584029734134674,True,0.03102375566959381
0.016308249905705452,830656,42085,True,,same_rank_and_support_as_selected_Q+S+L,0,4194304,4194304,0,8192,8192,74.32740020751953,,0.22691607958108329,1.218921744768002,2048,,,,3.3333418104599266,8805,0.0,0.005860820412635803,0.6072752475738525,-0.4759872257709503,-2.5568535327911377,0.05211253836750984,-2.5704503059387207e-07,1.4903452396392822,1.794178624652422e-06,3.541274182343548e-05,0.7104932702194052,0.2119337022304535,2.097635507583618,1.2784345149993896,,True,gpt_neox.layers.3.mlp.dense_4h_to_h,0,532480,532480,13,0,0,0,0,0,0,0.016340548596570338,True,0.819209814887188,1.1839375679834063e-07,,7.401241680641291e-16,0.00023576938969175083,2.3130572980584266e-15,0.8192099332809448,512,5033152,0.2999992370605469,True,0,4202496,2.0976204872131348,512,,16777216,0,0,0,-0.35694415649760464,repair_cancellation,-0.7806773843501715,repair_cancellation,0.05005794032527315,hessian_orthogonal,512,True,,,,,,,,,,,selected_endpoint,True,0.008397102355957031,8805,0,0,0,0,157296,157296,0,140880,140880,Q+S_OBS+L,csr_fixed,-7.629394531138978e-07,0.3,0.0249323733150959,True,0.0307109784334898
0.01696520484983921,830656,42085,True,,,0,4194304,4194304,0,8192,8192,74.32740020751953,,0.5968536038000404,0.7860394890639553,2048,,q+s+l,"{""l"": 0.9796357218857834, ""q"": 0.9826499330138113, ""s"": 0.990638550461359}",3.3333418104599266,3,0.0,0.005717574153095484,0.6300699710845947,-1.218772530555725,-1.6050893068313599,0.05401763319969177,-5.066394805908203e-07,1.46755051612854,1.7667367913173925e-06,3.487110647804539e-05,0.69962632662799,0.582377016544342,2.0419957637786865,0.7755419015884399,,True,gpt_neox.layers.3.mlp.dense_4h_to_h,0,532480,532480,13,0,0,0,0,0,0,0.01695390850010793,,,,,,,,,,5033152,0.2999992370605469,True,0,4202496,2.0976204872131348,512,,16777216,0,0,0,-0.5588086622077758,repair_cancellation,-0.6377333866895986,repair_cancellation,0.04018840855370673,hessian_orthogonal,512,True,,0.6300394713212125,0.6414000109292901,65.88095282460705,3,,4.818337867107478e-18,,,component_multipliers_folded_into_existing_fp16_storage,selected_endpoint,True,0.008397102355957031,8805,0,0,0,0,157296,157296,0,140880,140880,Q+S+L_component_scale,csr_fixed,-7.629394531138978e-07,0.3,0.025481145828962326,True,0.031009230762720108
,,,,block=32,,,,,,,,,,,,,,,,,,,,7.402210712432861,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,4718592,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,Q_block_scale,,,0.258,,False,
,,,,block=64,,,,,,,,,,,,,,,,,,,,8.594399452209473,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,4456448,0.265625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,Q_block_scale,,,0.258,,False,
,,,,block=128,,,,,,,,,,,,,,,,,,,,9.472137451171875,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,4325376,0.2578125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,True,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,block=256,,,,,,,,,,,,,,,,,,,,10.08094596862793,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,4259840,0.25390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,block=512,,,,,,,,,,,,,,,,,,,,10.41506576538086,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,,,,,,,,,,,,,,,,,,4227072,0.251953125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q_block_scale,False,,,,,,,,,,,,Q_block_scale,,,0.258,,True,
,,,,"rank=0,nnz=1121",,,,,,,,,False,,,,,,,,,,,10.670207977294922,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,0,,,,,,,,,,,,,,,,,4328512,0.2579994201660156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,1121,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=1,nnz=0",,,,,,,,,False,,,,,,,,,,,8.797144889831543,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,1,,,,,,,,,,,,,,,,,4268032,0.25439453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,False,,0,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=2,nnz=0",,,,,,,,,False,,,,,,,,,,,7.8514509201049805,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,2,,,,,,,,,,,,,,,,,4308992,0.2568359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_allocation,True,,0,,,,,,,,,,Q+S+L,,,0.258,,True,
,,,,"rank=0,nnz=511",,,,,,,,,False,,,,4308992,,,,,,,11.107503890991211,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,0,,,,,,,,,,,,,,,,,4308992,0.2568359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,511,,,,,,,,,,Q+S+L_QL_budget,,,0.258,,True,
,,,,"rank=1,nnz=0",,,,,,,,,False,,,,4308992,,,,,,,8.797144889831543,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,1,,,,,,,,,,,,,,,,,4268032,0.25439453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,False,,0,,,,,,,,,,Q+S+L_QL_budget,,,0.258,,True,
,,,,"rank=2,nnz=0",,,,,,,,,False,,,,4308992,,,,,,,7.8514509201049805,,,,,,,,,,,,,,gpt_neox.layers.3.mlp.dense_h_to_4h,,,,2,,,,,,,,,,,,,,,,,4308992,0.2568359375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q+S+L_exact_QL_bit_cap,True,,0,,,,,,,,,,Q+S+L_QL_budget,,,0.258,,True,
0.015111720189452171,0,0,True,,,0,4194304,4194304,0,32768,32768,1563.8692626953125,,nan,nan,512,,,,3.9689922480620154,0,0.0,0.0,11.825215339660645,0.0,0.0,0.0,-9.5367431640625e-07,0.0,nan,nan,0.0,0.0,11.825216293334961,0.0,,False,gpt_neox.layers.3.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.015123022904459427,,,,,,,,,,4227072,0.251953125,True,0,4227072,11.825215339660645,2048,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q,empty,-0.006046875000000007,0.258,0.018511010333895683,True,0.027832088991999626
0.014883930794894695,0,0,True,,,0,4194304,4194304,0,32768,32768,1563.8692626953125,,nan,nan,512,,,,3.9689922480620154,1,0.1693096160888672,0.0,11.655905723571777,0.0,0.0,0.0,0.0,0.1693096160888672,nan,nan,0.014317677202969732,0.0,11.655905723571777,0.0,,False,gpt_neox.layers.3.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.01490649634418026,,,,,,,,,,4227072,0.251953125,True,0,4227072,11.825215339660645,2048,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,2048,False,,11.656098652334343,11.825216059803768,,1,,1.5336430431942478e-16,0.9853990071310156,0.9853990071310156,global_folded_into_fp16_q_scales,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q_global_scale,empty,-0.006046875000000007,0.258,0.018202107399702072,True,0.027262769639492035
0.012030767276883125,98304,6144,True,,,0,4194304,4194304,0,131072,131072,1563.8692626953125,,nan,nan,512,,,,3.878787878787879,8192,0.0,0.0,9.472137451171875,0.0,0.0,0.0,-9.5367431640625e-07,2.3530778884887695,2.3936746098722022e-05,0.00038298793757955235,0.19898816392770208,0.0,9.472138404846191,0.0,,False,gpt_neox.layers.3.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.012113720343664463,,,,,,,,,,4325376,0.2578125,True,128,4227072,11.825215339660645,8192,,16777216,0,0,0,nan,inactive,nan,inactive,nan,inactive,2048,False,128,9.472181924049341,11.825216059803768,,,4,0.000342242597893825,,,row_x_column_block_fp16_scales,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q_block_scale,empty,-0.0001875000000000071,0.258,0.015364504419267178,True,0.026513315737247467
0.013706735335290432,101440,1121,True,,,0,4194304,4194304,0,32768,32768,1563.8692626953125,,nan,0.19528846325997581,512,,,,3.8759777031922287,0,0.0,0.0,10.670207977294922,0.0,-2.309328317642212,0.0,-2.384185791015625e-07,1.1550073623657227,1.1386113587990168e-05,0.001030336630121073,0.09767326253179831,0.0,11.825216293334961,1.154320240020752,,False,gpt_neox.layers.3.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.013645907918037763,,,,,,,,,,4328512,0.2579994201660156,True,0,4227072,11.825215339660645,2048,,16777216,0,0,0,nan,inactive,-0.3125273168948372,repair_cancellation,nan,inactive,2048,True,,,,,,,,,,,selected_endpoint,True,0.0010690689086914062,1121,0,0,0,0,83504,83504,0,17936,17936,Q+S,csr_fixed,-5.798339843821054e-07,0.258,0.016927242279052734,True,0.02419847622513771
0.012799226678907871,101440,1121,True,,,0,4194304,4194304,0,32768,32768,1563.8692626953125,,nan,0.30913404058077143,512,,,,3.8759777031922287,1121,0.0,0.00020993858925066888,9.997468948364258,0.0,-3.655599594116211,0.0,-1.6689300537109375e-06,1.8277463912963867,1.8018004646060594e-05,0.0016304606523607375,0.15456347633402495,0.0,11.825289726257324,1.8277804851531982,,False,gpt_neox.layers.3.mlp.dense_h_to_4h,0,0,0,0,0,0,0,0,0,0,0.012785555911667097,True,9.997468020544622,-2.585468017457515e-08,,4.215167084769093e-17,1.43945669071881e-05,1.1518362183951756e-15,9.997467994689941,34,4328512,0.2579994201660156,True,0,4227072,11.825215339660645,2048,,16777216,0,0,0,nan,inactive,-0.39315220132881334,repair_cancellation,nan,inactive,2048,True,,,,,,,,,,,selected_endpoint,True,0.0010690689086914062,1121,0,0,0,0,83504,83504,0,17936,17936,Q+S_OBS,csr_fixed,-5.798339843821054e-07,0.258,0.015919113531708717,True,0.02590576931834221
0.010027308948338032,81920,5120,True,,,0,4194304,4194304,0,32768,32768,1563.8692626953125,,0.6721130168126017,nan,512,,,,3.893536121673004,0,0.0,0.006461168173700571,7.8514509201049805,-7.948065757751465,0.0,0.0,4.76837158203125e-07,3.973764419555664,4.8507866449654105e-05,0.0007761258631944657,0.3360416115407249,3.9740262031555176,11.82548999786377,0.0,,True,gpt_neox.layers.3.mlp.dense_h_to_4h,0,81920,81920,2,0,0,0,0,0,0,0.010041057916277588,,,,,,,,,,4308992,0.2568359375,True,0,4227072,11.825215339660645,2048,,16777216,0,0,0,-0.5797042978336392,repair_cancellation,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q+L,empty,-0.001164062500000007,0.258,0.013612683862447739,True,0.023692894726991653
0.010027308948338032,81920,5120,False,,,0,4194304,4194304,0,32768,32768,1563.8692626953125,,0.6721130168126017,nan,512,,,,3.893536121673004,0,0.0,0.006461168173700571,7.8514509201049805,-7.948065757751465,0.0,0.0,4.76837158203125e-07,3.973764419555664,4.8507866449654105e-05,0.0007761258631944657,0.3360416115407249,3.9740262031555176,11.82548999786377,0.0,discrete_budget_prevented_joint_S_and_L,True,gpt_neox.layers.3.mlp.dense_h_to_4h,0,81920,81920,2,0,0,0,0,0,0,0.010041057916277588,,,,,,,,,,4308992,0.2568359375,True,0,4227072,11.825215339660645,2048,,16777216,0,0,0,-0.5797042978336392,repair_cancellation,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q+S+L,empty,-0.001164062500000007,0.258,0.013612683862447739,True,0.023692894726991653
0.010027308948338032,81920,5120,False,,,0,4194304,4194304,0,32768,32768,1563.8692626953125,,0.6721130168126017,nan,512,4308992,,,3.893536121673004,0,0.0,0.006461168173700571,7.8514509201049805,-7.948065757751465,0.0,0.0,4.76837158203125e-07,3.973764419555664,4.8507866449654105e-05,0.0007761258631944657,0.3360416115407249,3.9740262031555176,11.82548999786377,0.0,discrete_budget_prevented_joint_S_and_L,True,gpt_neox.layers.3.mlp.dense_h_to_4h,0,81920,81920,2,0,0,0,0,0,0,0.010041057916277588,,,,,,,,,,4308992,0.2568359375,True,0,4227072,11.825215339660645,2048,per_layer_exact_Q+L_payload_bits,16777216,0,0,0,-0.5797042978336392,repair_cancellation,nan,inactive,nan,inactive,2048,False,,,,,,,,,,,selected_endpoint,True,0.0,0,0,0,0,0,0,0,0,0,0,Q+S+L_QL_budget,empty,-0.001164062500000007,0.258,0.013612683862447739,True,0.023692894726991653
